Designator,Footprint,Quantity,Value,LCSC Part #
A1,25X48MM_NFC_ANTENNA (antenna),1,25X48MM_NFC_ANTENNA,
C1,C0603 (capacitor),1,CL10B224KA8NNNC,
LED1,LED0805-R-RD (LED),1,E6C0805UR,
R1,R0603 (resistor),1,0603WAF470JT5E,
U1,XQFN-8_L1.6-W1.6-P0.50-BL_NT3H2111W0FHKH (NFC),1,NT3H2111W0FHKH,
