Designator,Mid X,Mid Y,Rotation,Layer
A1,150.805,-108.127,270.0,bottom
C1,145.3,-101.3,180.0,top
LED1,145.2999,-74.5,270.0,top
R1,145.3,-78.8,180.0,top
U1,145.29985,-89.99985,180.0,top
